time_utc,temperature_2m (°C),precipitation (mm),rain (mm),snowfall (cm),snowfall_height (m),freezing_level_height (m),weather_code (wmo code),wind_speed_10m (km/h),wind_speed_80m (km/h),wind_direction_10m (%),wind_direction_80m (%),wind_gusts_10m (km/h),gps_lat,gps_lon
1722523500,21.8,0.0,0.0,0.0,3270.0,3810.0,3,6.8,8.8,1,348,14.8,51.4631,4.4509
1722528900,23.2,0.0,0.0,0.0,3330.0,3830.0,3,10.8,15.4,327,331,19.8,51.2265,2.9282
1722532500,23.6,0.0,0.0,0.0,3360.0,3890.0,0,10.4,14.7,338,341,20.2,50.9673,5.4948
1722537900,22.5,0.0,0.0,0.0,3470.0,3840.0,1,9.0,13.0,26,23,16.6,50.818,4.2878
1722540600,22.2,0.0,0.0,0.0,3430.0,3820.0,2,10.1,15.4,28,27,18.7,51.2157,4.4213
1722547800,20.6,0.0,0.0,0.0,3330.0,3820.0,1,5.8,11.9,35,45,9.7,51.2231,2.9311
1722552300,19.5,0.0,0.0,0.0,3300.0,3860.0,2,3.6,11.6,49,70,6.8,51.2216,2.933
1722552300,19.5,0.0,0.0,0.0,3300.0,3860.0,2,3.6,11.6,49,70,6.8,50.8893,4.4069
1722560400,19.6,0.0,0.0,0.0,3150.0,3810.0,2,2.9,8.4,132,146,4.7,50.8893,4.4069
1722563100,18.2,0.0,0.0,0.0,3110.0,3780.0,0,4.3,5.3,47,104,5.0,50.8893,4.4069
1722570300,17.0,0.0,0.0,0.0,3010.0,3620.0,3,3.6,8.1,39,97,4.7,51.2281,2.9267
1722570300,17.0,0.0,0.0,0.0,3010.0,3620.0,3,3.6,8.1,39,97,4.7,50.8358,4.3369
1722579300,16.7,0.0,0.0,0.0,3090.0,3520.0,3,2.5,10.5,118,151,5.0,50.818,4.2913
1722591000,21.3,0.0,0.0,0.0,3170.0,3480.0,1,5.4,6.3,80,86,14.0,51.1734,4.4544
1722601800,24.6,0.0,0.0,0.0,3080.0,3550.0,0,6.1,7.7,40,35,16.9,50.6845,4.376
1722609000,25.8,0.0,0.0,0.0,3110.0,3570.0,2,5.4,6.0,74,73,16.6,50.8607,4.3624
1722612600,26.0,0.0,0.0,0.0,3170.0,3590.0,0,4.0,4.2,20,10,13.3,51.4632,4.4509
1722614400,25.9,0.0,0.0,0.0,3240.0,3550.0,0,4.3,5.6,311,295,12.6,50.6845,4.3758
1722616200,26.0,0.0,0.0,0.0,3150.0,3650.0,2,3.2,4.6,352,344,11.5,50.9672,5.4948
1722619800,24.5,0.0,0.0,0.0,3030.0,3700.0,2,6.8,11.2,321,320,17.3,51.272,4.4314
1722625200,24.4,0.0,0.0,0.0,3330.0,3870.0,0,7.9,10.2,73,77,13.3,50.6839,4.3759
1722625200,24.4,0.0,0.0,0.0,3330.0,3870.0,0,7.9,10.2,73,77,13.3,50.8607,4.3624
1722636000,21.3,0.0,0.0,0.0,3270.0,3620.0,3,11.2,20.0,248,257,18.7,50.9861,3.8208
1722636000,21.3,0.0,0.0,0.0,3270.0,3620.0,3,11.2,20.0,248,257,18.7,50.9861,3.8208
1722639600,19.8,0.0,0.0,0.0,3430.0,3710.0,2,7.6,20.0,274,264,13.7,51.1883,3.223
1722644100,20.4,0.0,0.0,0.0,3210.0,3650.0,1,7.9,16.8,290,291,18.4,51.1873,3.2236
1722644100,20.4,0.0,0.0,0.0,3210.0,3650.0,1,7.9,16.8,290,291,18.4,51.2245,4.4415
1722645900,19.9,0.0,0.0,0.0,2910.0,3760.0,3,9.4,16.8,281,282,19.8,51.1883,3.2229
1722646800,19.6,0.0,0.0,0.0,2760.0,3810.0,3,10.1,17.2,276,277,20.5,51.2245,4.4415
1722649500,19.1,0.0,0.0,0.0,2840.0,3730.0,3,11.2,18.6,266,270,21.2,51.2245,4.4415
1722652200,18.7,0.0,0.0,0.0,2760.0,3740.0,3,11.2,18.2,257,261,22.3,51.198,3.2166
1722652200,18.7,0.0,0.0,0.0,2760.0,3740.0,3,11.2,18.2,257,261,22.3,51.2245,4.4415
1722653100,18.5,0.0,0.0,0.0,2700.0,3750.0,3,10.8,17.9,253,258,22.7,51.1874,3.2236
1722654000,18.2,0.0,0.0,0.0,2650.0,3770.0,3,10.8,17.5,250,254,22.7,50.4193,4.5345
1722654900,17.8,0.0,0.0,0.0,2690.0,3750.0,3,10.8,17.5,246,250,22.7,51.2245,4.4415
1722657600,16.3,0.0,0.0,0.0,2790.0,3700.0,2,10.8,18.6,234,239,22.0,51.2245,4.4415
1722658500,16.0,0.0,0.0,0.0,2910.0,3700.0,3,10.8,18.6,237,242,22.0,51.198,3.2165
1722664800,16.4,0.0,0.0,0.0,2960.0,3940.0,3,13.0,20.4,248,251,26.3,50.84,4.2057
1722671100,16.5,0.0,0.0,0.0,2700.0,3900.0,3,10.4,16.8,241,247,23.0,51.2245,4.4415
1722673800,17.0,0.0,0.0,0.0,2640.0,3830.0,3,9.4,15.1,240,247,20.9,50.4195,4.5349
1722673800,17.0,0.0,0.0,0.0,2640.0,3830.0,3,9.4,15.1,240,247,20.9,51.215,4.4213
1722679200,19.0,0.0,0.0,0.0,2810.0,3750.0,3,10.8,15.4,230,234,21.6,51.1974,3.2164
1722685500,19.7,0.0,0.0,0.0,2530.0,3660.0,3,8.6,13.3,222,230,19.4,50.4195,4.5349
1722688200,20.6,0.0,0.0,0.0,2830.0,3620.0,3,7.9,12.6,223,232,20.2,50.853,3.6036
1722696300,22.2,0.0,0.0,0.0,3250.0,3580.0,3,12.2,20.0,235,236,26.3,50.4195,4.5349
1722697200,22.0,0.0,0.0,0.0,3260.0,3580.0,3,12.6,20.7,232,234,26.6,51.0348,3.7111
1722698100,21.6,0.0,0.0,0.0,3270.0,3560.0,3,14.0,22.8,240,241,28.8,50.8169,5.1752
1722704400,19.2,0.0,0.0,0.0,3140.0,3680.0,3,16.6,25.6,248,251,28.8,51.1977,3.217
1722706200,19.9,0.0,0.0,0.0,2900.0,3700.0,3,14.8,23.2,244,248,26.6,50.4195,4.5349
1722706200,19.9,0.0,0.0,0.0,2900.0,3700.0,3,14.8,23.2,244,248,26.6,50.8236,4.3185
1722707100,20.3,0.0,0.0,0.0,2770.0,3700.0,3,13.7,22.1,241,246,25.9,51.3116,3.1344
1722716100,19.5,0.0,0.0,0.0,3130.0,3480.0,3,13.0,22.5,217,226,21.2,50.4195,4.5349
1722725100,18.5,0.0,0.0,0.0,3160.0,3420.0,3,10.1,23.2,235,238,18.0,51.225,4.441
1722727800,17.9,0.0,0.0,0.0,3240.0,3490.0,3,8.3,19.6,236,240,14.4,51.225,4.441
1722730500,17.6,1.8,0.0,0.0,3280.0,3510.0,63,4.3,10.5,284,251,9.4,51.225,4.441
1722732300,18.0,1.8,0.0,0.0,3250.0,3470.0,63,1.8,4.6,11,262,5.0,51.1909,3.2222
1722732300,18.0,1.8,0.0,0.0,3250.0,3470.0,63,1.8,4.6,11,262,5.0,51.2215,2.9333
1722733200,18.0,1.8,0.0,0.0,3230.0,3450.0,63,1.1,3.2,55,267,4.3,51.225,4.441
1722734100,17.9,0.6,0.0,0.0,3210.0,3480.0,61,1.1,4.2,24,266,5.0,50.4196,4.5349
1722744000,17.6,0.0,0.0,0.0,2210.0,3540.0,3,10.4,18.6,317,317,22.3,51.198,3.2167
1722749400,17.0,0.0,0.0,0.0,2050.0,3710.0,3,6.1,10.5,325,313,15.1,51.026,3.1252
1722750300,16.9,0.0,0.0,0.0,2050.0,3720.0,3,5.8,10.5,325,310,14.0,51.0147,3.7588
1722755700,16.9,0.1,0.0,0.0,2230.0,3750.0,51,5.0,7.4,316,314,9.4,50.4195,4.5349
1722762000,17.1,0.0,0.0,0.0,2040.0,3800.0,3,3.2,4.6,317,332,8.3,50.9672,5.4948
1722763800,17.3,0.0,0.0,0.0,2000.0,3860.0,3,4.3,5.6,268,285,9.0,51.0351,3.7111
1722766500,17.6,0.0,0.0,0.0,1940.0,3910.0,3,5.4,6.7,239,251,9.4,51.227,2.9268
1722766500,17.6,0.0,0.0,0.0,1940.0,3910.0,3,5.4,6.7,239,251,9.4,51.2996,3.1541
1722766500,17.6,0.0,0.0,0.0,1940.0,3910.0,3,5.4,6.7,239,251,9.4,50.4196,4.5349
1722777300,18.1,0.0,0.0,0.0,2140.0,3850.0,3,6.1,9.5,280,281,13.0,50.4195,4.5349
1722780900,18.6,0.0,0.0,0.0,2660.0,3870.0,3,4.0,5.6,297,297,14.4,50.8392,4.342
1722780900,18.6,0.0,0.0,0.0,2660.0,3870.0,3,4.0,5.6,297,297,14.4,51.1872,3.2235
1722783600,20.2,0.0,0.0,0.0,2200.0,3790.0,3,5.4,7.7,340,332,14.4,51.1872,3.2234
1722789000,20.5,0.0,0.0,0.0,2620.0,3850.0,3,4.0,5.3,345,334,12.2,51.1872,3.2235
1722799800,19.5,0.0,0.0,0.0,3530.0,4030.0,2,4.3,6.7,69,79,7.9,50.4195,4.5349
1722800700,19.0,0.0,0.0,0.0,3510.0,4070.0,3,4.3,8.1,78,95,7.6,50.9655,3.8668
1722808800,17.9,0.0,0.0,0.0,3590.0,4070.0,3,4.7,11.9,71,120,7.6,51.1876,3.2235
1722814200,17.3,0.0,0.0,0.0,3700.0,4180.0,3,5.0,17.9,148,148,8.3,51.2245,4.4412
1722814200,17.3,0.0,0.0,0.0,3700.0,4180.0,3,5.0,17.9,148,148,8.3,51.1876,3.2234
1722819600,17.5,0.0,0.0,0.0,3580.0,4180.0,3,5.8,12.6,170,212,7.9,50.4189,4.5336
1722821400,17.1,0.0,0.0,0.0,3530.0,4200.0,3,5.4,11.9,185,222,9.0,51.1917,3.2211
1722825000,16.4,0.0,0.0,0.0,3710.0,4210.0,3,8.3,17.5,221,242,15.1,51.2251,4.4405
1722830400,15.6,0.0,0.0,0.0,3950.0,4270.0,3,7.9,14.7,240,249,20.2,51.1382,4.5436
1722833100,15.2,0.0,0.0,0.0,4060.0,4380.0,1,7.6,14.4,245,254,14.0,51.3234,4.9382
1722838500,14.9,0.0,0.0,0.0,3950.0,4320.0,0,9.4,16.5,242,251,15.5,50.8716,4.3681
1722841200,15.4,0.0,0.0,0.0,3930.0,4380.0,0,7.9,13.3,236,246,14.8,50.5998,4.1321
1722843900,16.1,0.0,0.0,0.0,3930.0,4380.0,0,7.6,12.3,237,244,16.6,50.4091,4.1735
1722843900,16.1,0.0,0.0,0.0,3930.0,4380.0,0,7.6,12.3,237,244,16.6,50.9559,5.3608
1722846600,17.1,0.0,0.0,0.0,3950.0,4370.0,0,7.9,11.2,236,242,17.6,50.6845,4.3758
1722846600,17.1,0.0,0.0,0.0,3950.0,4370.0,0,7.9,11.2,236,242,17.6,50.46,4.2177
1722847500,17.5,0.0,0.0,0.0,3960.0,4370.0,0,7.9,10.9,236,241,17.6,50.8336,3.3906
1722852000,18.7,0.0,0.0,0.0,3920.0,4370.0,2,8.6,11.6,228,235,20.2,50.9882,4.4748
1722855600,20.9,0.0,0.0,0.0,3880.0,4410.0,0,9.7,14.0,237,242,22.7,51.3632,4.4598
1722874500,24.9,0.0,0.0,0.0,3780.0,4500.0,0,5.4,7.4,237,237,15.8,51.0727,3.5383
1722877200,25.4,0.0,0.0,0.0,3760.0,4480.0,0,5.8,7.7,244,241,15.5,50.9671,5.4947
1722879000,25.1,0.0,0.0,0.0,3610.0,4490.0,0,5.4,7.4,232,231,14.0,50.6845,4.3759
1722882600,24.4,0.0,0.0,0.0,3410.0,4510.0,0,2.9,4.2,168,211,9.0,50.8359,4.3359
1722883500,24.2,0.0,0.0,0.0,3380.0,4520.0,0,1.8,3.2,143,206,7.6,50.4542,3.9414
1722886200,23.8,0.0,0.0,0.0,3400.0,4500.0,0,2.9,3.9,83,125,7.2,50.454,3.9415
1722888000,23.2,0.0,0.0,0.0,3440.0,4470.0,0,4.7,5.3,48,48,7.6,51.316,4.4342
1722888900,22.6,0.0,0.0,0.0,3480.0,4460.0,0,4.7,4.9,44,83,6.8,50.4665,3.9485
1722891600,20.5,0.0,0.0,0.0,3600.0,4430.0,0,3.6,3.2,30,188,5.0,50.8243,3.263
1722896100,19.2,0.0,0.0,0.0,3660.0,4420.0,0,6.8,16.1,99,113,9.4,50.8168,3.2469
1722911400,15.7,0.0,0.0,0.0,3180.0,4350.0,0,1.8,21.1,63,150,2.9,51.1981,3.2167
1722917700,15.1,0.0,0.0,0.0,3070.0,4360.0,0,2.2,24.9,127,172,3.2,51.1079,3.3859
1722921300,14.4,0.0,0.0,0.0,2960.0,4360.0,0,3.6,27.0,219,182,4.3,50.818,4.2913
1722929400,19.0,0.0,0.0,0.0,2880.0,4330.0,0,9.7,23.5,192,197,16.2,51.1966,3.2169
1722932100,20.5,0.0,0.0,0.0,2770.0,4320.0,0,8.3,13.7,204,209,16.2,50.6029,4.3356
1722951000,28.1,0.0,0.0,0.0,2830.0,4210.0,1,10.8,16.5,202,204,25.6,50.8896,4.4148
1722951900,28.1,0.0,0.0,0.0,2790.0,4210.0,2,10.1,15.4,204,207,24.8,50.8168,4.3232
1722960000,28.0,0.0,0.0,0.0,3080.0,4160.0,3,9.7,15.1,218,220,23.8,51.3217,4.9374
1722970800,25.9,0.0,0.0,0.0,3260.0,4090.0,3,8.6,14.4,225,221,17.6,51.2543,3.2016
1722971700,25.6,0.0,0.0,0.0,3280.0,4070.0,3,7.2,13.3,213,215,15.1,50.9964,4.4759
1722977100,22.6,0.0,0.0,0.0,3350.0,4000.0,3,5.0,9.1,229,269,12.2,51.1909,3.2222
1722982500,21.5,0.0,0.0,0.0,3230.0,3950.0,3,6.5,14.0,325,330,18.4,50.8359,4.3368
1722984300,21.2,0.0,0.0,0.0,3220.0,3940.0,3,7.6,15.8,336,337,15.1,51.1909,3.2222
1722991500,20.6,0.0,0.0,0.0,3320.0,3880.0,3,5.8,13.0,314,304,11.9,50.8359,4.3368
1722997800,19.1,0.5,0.0,0.0,3520.0,3750.0,61,10.4,17.5,283,291,22.0,51.2215,2.9323
1722999600,18.2,0.5,0.0,0.0,3510.0,3710.0,61,10.8,17.9,271,280,21.2,50.8359,4.3368
1723008600,15.9,0.1,0.0,0.0,3370.0,3660.0,51,4.7,11.6,250,253,11.5,51.4631,4.4508
1723010400,16.0,0.1,0.0,0.0,3430.0,3640.0,51,5.4,11.6,221,236,13.3,50.9673,5.4947
1723023000,18.2,0.0,0.0,0.0,2870.0,3600.0,2,9.0,14.4,253,255,21.6,51.3119,3.1348
1723023000,18.2,0.0,0.0,0.0,2870.0,3600.0,2,9.0,14.4,253,255,21.6,51.2275,2.9264
1723025700,18.9,0.0,0.0,0.0,2500.0,3700.0,3,7.6,11.6,231,240,18.7,51.4628,4.451
1723032000,20.5,0.0,0.0,0.0,2250.0,3700.0,3,6.5,9.8,227,233,19.8,50.9074,3.2557
1723035600,21.5,0.0,0.0,0.0,2070.0,3710.0,0,5.8,9.5,231,253,18.7,50.9673,5.4946
1723035600,21.5,0.0,0.0,0.0,2070.0,3710.0,0,5.8,9.5,231,253,18.7,50.6029,4.3356
1723041900,22.0,0.0,0.0,0.0,2240.0,3680.0,1,7.9,12.3,251,256,20.5,50.8237,5.1839
1723041900,22.0,0.0,0.0,0.0,2240.0,3680.0,1,7.9,12.3,251,256,20.5,50.9308,3.973
1723049100,22.5,0.0,0.0,0.0,2230.0,3870.0,0,10.8,16.8,264,269,24.5,51.1491,3.2708
1723054500,21.2,0.0,0.0,0.0,2540.0,4060.0,0,13.7,20.7,272,275,21.2,50.6028,4.3356
1723059900,20.1,0.0,0.0,0.0,2170.0,4130.0,3,9.0,18.6,279,284,16.9,50.8354,4.3367
1723060800,19.7,0.0,0.0,0.0,2140.0,4150.0,3,7.6,17.2,284,289,15.1,50.8261,3.2523
1723062600,18.8,0.0,0.0,0.0,2190.0,4130.0,3,8.3,18.6,268,281,15.1,50.9217,5.3365
1723065300,17.6,0.0,0.0,0.0,2200.0,4060.0,3,9.4,20.4,252,272,15.1,50.8287,4.3279
1723068000,17.0,0.0,0.0,0.0,2100.0,3910.0,3,7.6,17.5,252,269,12.6,50.8896,4.4084
1723071600,16.7,0.0,0.0,0.0,2210.0,3730.0,3,5.4,15.4,242,260,11.9,50.8897,4.4084
1723071600,16.7,0.0,0.0,0.0,2210.0,3730.0,3,5.4,15.4,242,260,11.9,50.9356,5.3133
1723074300,16.6,0.0,0.0,0.0,2530.0,3460.0,3,6.5,16.5,251,261,12.6,50.8896,4.4084
1723077000,16.6,0.0,0.0,0.0,2710.0,3240.0,3,8.3,18.2,236,248,14.0,50.8896,4.4084
1723082400,16.2,0.0,0.0,0.0,2560.0,2920.0,3,10.1,20.7,251,252,19.1,50.8896,4.4084
1723083300,16.1,0.0,0.0,0.0,2510.0,2950.0,3,10.1,21.1,250,252,19.1,50.9307,5.3274
1723084200,16.1,0.0,0.0,0.0,2470.0,2970.0,3,10.1,21.8,249,251,18.7,50.8358,4.3368
1723085100,16.0,0.0,0.0,0.0,2420.0,3000.0,3,10.1,21.8,248,251,18.4,51.2215,2.9333
1723086900,16.0,0.0,0.0,0.0,2470.0,3020.0,3,9.7,21.1,245,249,16.9,50.8358,4.3367
1723089600,16.0,0.0,0.0,0.0,2760.0,3020.0,3,8.3,17.5,239,247,15.1,50.8607,4.3624
1723092300,15.9,0.0,0.0,0.0,2390.0,3070.0,2,8.3,17.5,250,254,15.5,51.2476,4.4244
1723093200,15.8,0.0,0.0,0.0,2270.0,3090.0,1,8.3,17.5,253,256,15.8,50.8542,3.2425
1723095000,15.4,0.0,0.0,0.0,2470.0,3070.0,0,9.0,17.9,245,253,16.2,51.463,4.4509
1723095900,15.3,0.0,0.0,0.0,2570.0,3050.0,0,9.0,17.9,240,252,16.6,51.2479,4.4244
1723096800,15.3,0.0,0.0,0.0,2670.0,3040.0,0,9.4,17.5,236,250,16.9,51.2354,3.2055
1723101300,16.5,0.0,0.0,0.0,2630.0,3220.0,3,9.4,14.4,244,250,20.2,50.8605,4.3615
1723106700,18.0,0.0,0.0,0.0,2440.0,4150.0,1,9.4,13.7,253,254,20.5,50.8359,4.3371
1723109400,18.9,0.0,0.0,0.0,2410.0,4100.0,2,8.3,12.3,244,248,19.4,50.9673,5.4947
1723112100,19.7,0.0,0.0,0.0,2330.0,4070.0,3,8.3,12.3,229,236,19.8,51.4631,4.4509
1723115700,20.5,0.0,0.0,0.0,2240.0,4100.0,1,9.7,14.0,231,234,22.0,50.8522,4.776
1723123800,22.5,0.0,0.0,0.0,2770.0,4200.0,0,10.8,14.7,221,223,24.8,50.6837,4.3758
1723126500,22.5,0.0,0.0,0.0,2790.0,4220.0,1,10.8,14.4,215,218,24.1,50.6022,4.3354
1723126500,22.5,0.0,0.0,0.0,2790.0,4220.0,1,10.8,14.4,215,218,24.1,51.2207,2.9343
1723128300,22.8,0.0,0.0,0.0,2810.0,4220.0,3,10.8,14.7,214,217,23.4,50.9818,3.8302
1723132800,22.7,0.0,0.0,0.0,2840.0,4220.0,3,12.2,18.6,222,226,24.1,51.3631,4.4597
1723133700,22.8,0.0,0.0,0.0,2940.0,4210.0,3,12.2,18.6,222,225,24.1,51.3972,4.4663
1723133700,22.8,0.0,0.0,0.0,2940.0,4210.0,3,12.2,18.6,222,225,24.1,51.2589,4.427
1723137300,23.0,0.0,0.0,0.0,3290.0,4140.0,3,11.5,17.5,220,219,24.5,51.2207,2.9342
1723139100,22.7,0.0,0.0,0.0,3420.0,4050.0,3,11.9,17.5,215,210,23.8,50.9673,5.4947
1723140000,22.5,0.0,0.0,0.0,3480.0,4000.0,3,11.9,17.5,213,206,23.4,51.2207,2.9342
1723143600,22.1,0.0,0.0,0.0,3580.0,4100.0,3,9.0,16.8,189,198,19.1,50.7735,4.9921
1723147200,20.8,0.0,0.0,0.0,3720.0,4090.0,3,9.0,23.2,201,202,19.1,51.2207,2.9342
1723149900,19.8,0.0,0.0,0.0,3680.0,4050.0,3,7.2,23.2,183,192,15.5,51.1475,3.2757
1723154400,21.0,0.0,0.0,0.0,3810.0,4100.0,3,9.7,23.2,201,204,22.7,51.1909,3.2223
1723159800,20.2,0.0,0.0,0.0,3740.0,4060.0,3,7.6,20.0,219,226,14.4,50.8359,4.3368
1723161600,20.0,0.0,0.0,0.0,3690.0,4090.0,3,6.5,20.7,214,217,14.0,51.2207,2.9342
1723161600,20.0,0.0,0.0,0.0,3690.0,4090.0,3,6.5,20.7,214,217,14.0,51.224,4.4422
1723164300,20.7,0.0,0.0,0.0,3500.0,4110.0,3,13.7,27.7,208,213,25.2,51.1978,3.2167
1723166100,20.8,0.0,0.0,0.0,3460.0,4150.0,3,15.5,29.1,203,210,28.4,51.2208,2.9341
1723169700,20.1,0.0,0.0,0.0,3530.0,4280.0,3,11.9,25.6,191,202,24.8,50.6107,4.145
1723175100,20.8,0.0,0.0,0.0,3380.0,4370.0,3,13.7,27.4,196,208,27.0,51.1978,3.2167
1723177800,20.7,0.0,0.0,0.0,3300.0,4300.0,3,14.0,27.4,211,218,29.2,51.1969,3.2172
1723179600,20.4,0.0,0.0,0.0,3280.0,4240.0,3,13.3,26.7,221,225,28.8,50.4201,4.5354
1723180500,20.2,0.0,0.0,0.0,3360.0,4250.0,3,13.0,26.3,222,226,28.4,51.239,4.425
1723189500,20.2,0.0,0.0,0.0,3400.0,4570.0,3,15.5,24.9,226,229,32.4,50.4201,4.5354
1723201200,21.0,0.0,0.0,0.0,3380.0,4410.0,3,19.1,29.5,239,239,37.4,50.8337,4.3341
1723203900,20.0,0.0,0.0,0.0,3290.0,4410.0,3,15.5,25.3,235,236,34.2,51.0802,4.6977
1723208400,21.2,0.0,0.0,0.0,4080.0,4400.0,3,19.1,30.2,234,236,38.9,50.8919,4.0707
1723212000,21.0,0.0,0.0,0.0,3690.0,4350.0,3,19.8,29.8,236,237,39.2,50.8363,4.214
1723216500,22.1,0.0,0.0,0.0,3380.0,4420.0,3,19.8,31.6,243,243,39.2,50.7458,5.0905
1723218300,22.7,0.0,0.0,0.0,3360.0,4450.0,2,21.2,32.6,248,248,41.8,50.9392,5.2938
1723222800,23.6,0.0,0.0,0.0,3130.0,4490.0,0,20.9,31.6,252,254,41.4,51.0349,3.7112
1723228200,22.8,0.0,0.0,0.0,2390.0,4560.0,0,18.4,28.4,254,254,34.6,51.2716,4.4311
1723231800,21.9,0.0,0.0,0.0,2740.0,4590.0,0,15.5,26.0,250,252,29.9,51.0688,3.5562
1723232700,21.6,0.0,0.0,0.0,2740.0,4600.0,0,15.8,27.0,248,251,29.5,50.8344,3.379
1723236300,19.6,0.0,0.0,0.0,2710.0,4590.0,0,13.7,26.3,273,267,25.2,51.3118,3.1348
1723238100,18.7,0.0,0.0,0.0,2690.0,4570.0,0,11.5,24.2,279,272,21.6,51.2716,4.4311
1723240800,17.6,0.0,0.0,0.0,2640.0,4540.0,0,8.3,20.0,269,267,15.8,51.1883,3.223
1723246200,16.1,0.0,0.0,0.0,2710.0,4880.0,0,10.8,22.5,261,264,19.4,51.1883,3.223
1723252500,15.2,0.0,0.0,0.0,2700.0,4850.0,0,10.8,23.2,231,240,21.2,51.2716,4.4311
1723257900,14.2,0.0,0.0,0.0,2570.0,4650.0,0,7.9,19.3,227,231,18.0,51.2217,2.933
1723274100,15.5,0.0,0.0,0.0,3590.0,4520.0,3,9.4,15.1,224,232,21.2,50.8903,4.4088
1723275900,16.2,0.0,0.0,0.0,3600.0,4510.0,1,10.1,15.4,221,228,22.3,50.9304,5.3273
1723286700,20.6,0.0,0.0,0.0,3510.0,4610.0,0,9.0,13.3,232,233,21.6,51.092,3.449
1723293000,23.1,0.0,0.0,0.0,3500.0,4590.0,0,10.8,15.8,237,240,25.6,51.3119,3.1348
1723293000,23.1,0.0,0.0,0.0,3500.0,4590.0,0,10.8,15.8,237,240,25.6,51.3072,3.1417
1723293900,23.5,0.0,0.0,0.0,3500.0,4590.0,0,11.2,16.1,234,238,26.3,50.8316,4.3315
1723295700,24.0,0.0,0.0,0.0,3500.0,4600.0,0,12.2,17.9,232,236,27.4,51.3072,3.1418
1723296600,24.0,0.0,0.0,0.0,3500.0,4610.0,0,13.0,18.9,233,235,27.4,50.6688,4.3735
1723301100,24.5,0.0,0.0,0.0,3510.0,4610.0,0,11.9,18.9,239,237,26.3,50.7273,4.381
1723305600,25.5,0.0,0.0,0.0,3600.0,4560.0,0,9.7,15.4,244,243,22.7,51.3072,3.1417
1723308300,25.5,0.0,0.0,0.0,3630.0,4490.0,0,13.7,21.1,243,245,26.3,50.9495,3.1302
1723308300,25.5,0.0,0.0,0.0,3630.0,4490.0,0,13.7,21.1,243,245,26.3,51.3072,3.1417
1723308300,25.5,0.0,0.0,0.0,3630.0,4490.0,0,13.7,21.1,243,245,26.3,50.9672,5.4947
1723308300,25.5,0.0,0.0,0.0,3630.0,4490.0,0,13.7,21.1,243,245,26.3,51.0173,4.4842
1723315500,24.9,0.0,0.0,0.0,3580.0,4510.0,0,7.6,10.5,237,244,14.0,50.8618,4.3622
1723322700,21.5,0.0,0.0,0.0,3550.0,4530.0,3,4.0,13.0,257,283,10.1,51.3339,3.2391
1723329900,19.4,0.0,0.0,0.0,3570.0,4540.0,0,4.0,11.6,247,312,5.8,51.1906,3.222
1723331700,18.7,0.0,0.0,0.0,3560.0,4550.0,0,2.9,9.1,239,311,4.7,50.8826,4.3904
1723332600,18.8,0.0,0.0,0.0,3540.0,4570.0,0,4.0,9.8,241,303,5.8,51.1894,3.223
1723336200,18.9,0.0,0.0,0.0,3460.0,4590.0,0,3.2,9.8,279,317,4.7,50.8899,4.4087
1723341600,16.5,0.0,0.0,0.0,3400.0,4540.0,3,2.2,5.3,188,21,2.5,51.1906,3.222
1723343400,16.2,0.0,0.0,0.0,3420.0,4540.0,2,2.5,6.3,259,11,2.9,51.1846,3.2251
1723343400,16.2,0.0,0.0,0.0,3420.0,4540.0,2,2.5,6.3,259,11,2.9,50.8899,4.4086
1723348800,17.5,0.0,0.0,0.0,3400.0,4510.0,0,1.4,3.9,267,359,1.4,50.8145,4.3133
1723355100,16.4,0.0,0.0,0.0,3310.0,4490.0,0,4.7,10.5,340,48,6.1,51.1854,4.4444
1723360500,18.0,0.0,0.0,0.0,3330.0,4520.0,3,4.3,10.2,132,74,8.6,50.9922,5.0289
1723362300,19.0,0.0,0.0,0.0,3310.0,4530.0,3,5.0,10.2,80,73,9.4,50.6022,4.3354
1723363200,19.5,0.0,0.0,0.0,3300.0,4530.0,3,5.4,10.5,54,72,10.1,50.8732,4.3701
1723366800,21.4,0.0,0.0,0.0,3310.0,4540.0,0,7.9,11.9,76,81,18.0,50.838,4.3399
1723370400,23.1,0.0,0.0,0.0,3340.0,4560.0,0,6.8,9.1,95,98,17.6,51.035,3.7109
1723371300,23.4,0.0,0.0,0.0,3330.0,4560.0,0,6.5,8.8,89,92,17.6,50.8814,4.7161
1723374000,24.1,0.0,0.0,0.0,3300.0,4570.0,0,6.1,8.1,71,73,18.0,50.8598,4.362
1723375800,24.8,0.0,0.0,0.0,3280.0,4570.0,0,5.8,7.4,65,68,17.6,51.0659,3.5695
1723376700,25.1,0.0,0.0,0.0,3270.0,4570.0,0,5.8,7.4,61,66,17.6,50.6022,4.3354
1723377600,25.4,0.0,0.0,0.0,3260.0,4570.0,0,5.8,7.4,58,63,17.6,51.3073,3.1415
1723380300,26.3,0.0,0.0,0.0,3310.0,4580.0,0,7.6,10.2,57,58,20.5,51.3073,3.1416
1723391100,27.2,0.0,0.0,0.0,3330.0,4540.0,2,12.6,16.8,55,57,25.9,50.9496,5.3282
1723394700,27.2,0.0,0.0,0.0,3340.0,4560.0,0,12.6,17.2,62,63,25.2,51.1031,3.4
1723398300,26.6,0.0,0.0,0.0,3360.0,4550.0,0,12.2,18.2,56,57,25.6,51.1694,4.4567
