time_utc,temperature_2m (°C),precipitation (mm),rain (mm),snowfall (cm),snowfall_height (m),freezing_level_height (m),weather_code (wmo code),wind_speed_10m (km/h),wind_speed_80m (km/h),wind_direction_10m (%),wind_direction_80m (%),wind_gusts_10m (km/h),gps_lat,gps_lon
1728719100,5.8,0.0,0.0,0.0,1230.0,2720.0,3,2.2,16.8,134,160,5.8,49.6771,5.8185
1728721800,6.6,0.0,0.0,0.0,1360.0,2670.0,3,2.2,15.4,132,159,7.6,50.8358,4.3411
1728722700,6.9,0.0,0.0,0.0,1410.0,2630.0,3,2.5,14.4,128,158,8.6,50.8181,4.3127
1728722700,6.9,0.0,0.0,0.0,1410.0,2630.0,3,2.5,14.4,128,158,8.6,50.8181,4.3127
1728723600,7.3,0.0,0.0,0.0,1460.0,2580.0,3,2.5,13.7,124,157,9.4,49.6771,5.8185
1728725400,7.8,0.0,0.0,0.0,1520.0,2580.0,3,2.9,13.0,143,162,8.6,50.8358,4.3411
1728725400,7.8,0.0,0.0,0.0,1520.0,2580.0,3,2.9,13.0,143,162,8.6,50.8358,4.3411
1728727200,8.3,0.0,0.0,0.0,1570.0,2570.0,3,3.2,13.0,162,167,7.9,51.0123,3.7804
1728730800,9.2,0.0,0.0,0.0,1560.0,1830.0,3,5.4,15.1,187,178,10.1,50.8181,4.3127
1728733500,9.8,0.0,0.0,0.0,1640.0,1910.0,3,4.0,9.5,166,175,11.2,51.1882,3.2231
1728734400,9.9,0.0,0.0,0.0,1660.0,1930.0,3,4.0,8.4,159,174,11.9,49.6771,5.8186
1728734400,9.9,0.0,0.0,0.0,1660.0,1930.0,3,4.0,8.4,159,174,11.9,49.6771,5.8186
1728735300,10.1,0.0,0.0,0.0,1690.0,1970.0,3,4.7,9.1,159,171,12.6,50.8358,4.341
1728735300,10.1,0.0,0.0,0.0,1690.0,1970.0,3,4.7,9.1,159,171,12.6,50.8358,4.341
1728738900,10.7,0.0,0.0,0.0,1750.0,2040.0,3,8.3,15.1,159,162,14.8,50.8181,4.3127
1728739800,10.9,0.0,0.0,0.0,1700.0,2000.0,3,8.3,15.4,160,163,14.0,51.1882,3.2232
1728742500,11.3,0.0,0.0,0.0,1630.0,1950.0,3,8.6,16.5,163,167,14.0,49.6771,5.8186
1728743400,11.3,0.0,0.0,0.0,1650.0,1990.0,3,8.6,17.2,165,171,15.1,50.8162,4.3103
1728746100,11.0,0.6,0.0,0.0,1640.0,2110.0,61,8.6,18.9,171,174,16.9,50.8162,4.3102
1728746100,11.0,0.6,0.0,0.0,1640.0,2110.0,61,8.6,18.9,171,174,16.9,50.8162,4.3102
1728747000,10.8,0.6,0.0,0.0,1610.0,2140.0,61,8.3,18.9,171,171,16.2,50.8181,4.3127
1728754200,10.0,0.3,0.0,0.0,1900.0,2210.0,55,9.7,20.4,195,184,16.9,50.8162,4.3102
1728754200,10.0,0.3,0.0,0.0,1900.0,2210.0,55,9.7,20.4,195,184,16.9,50.8162,4.3102
1728755100,9.9,0.3,0.0,0.0,1880.0,2200.0,55,8.6,19.6,202,189,15.1,50.8181,4.3127
1728756900,9.7,0.2,0.0,0.0,1880.0,2200.0,53,8.6,20.0,208,195,14.8,50.8162,4.3102
1728756900,9.7,0.2,0.0,0.0,1880.0,2200.0,53,8.6,20.0,208,195,14.8,50.8162,4.3102
1728757800,9.7,0.2,0.0,0.0,1900.0,2200.0,53,9.0,20.7,206,196,16.2,50.8181,4.3127
1728761400,10.0,0.1,0.0,0.0,1880.0,2440.0,51,11.2,23.9,206,205,22.0,51.1882,3.2231
1728762300,10.1,0.1,0.0,0.0,1860.0,2550.0,51,11.5,24.6,208,208,22.7,50.8162,4.3102
1728763200,10.2,0.1,0.0,0.0,1830.0,2660.0,51,12.2,25.3,209,212,23.8,50.8358,4.341
1728765900,10.4,0.0,0.0,0.0,1840.0,2490.0,0,15.1,29.1,214,216,27.7,49.6771,5.8186
1728767700,10.4,0.0,0.0,0.0,1870.0,2380.0,0,16.6,30.9,218,221,30.6,50.8358,4.3411
1728767700,10.4,0.0,0.0,0.0,1870.0,2380.0,0,16.6,30.9,218,221,30.6,50.8358,4.3411
1728768600,10.5,0.0,0.0,0.0,1900.0,2340.0,1,16.9,31.6,221,225,32.0,50.8181,4.3127
1728772200,10.6,0.1,0.0,0.0,1890.0,2140.0,51,18.0,33.7,234,239,36.7,49.6771,5.8186
1728774000,10.6,0.1,0.0,0.0,1820.0,2040.0,51,18.7,34.4,242,246,38.9,49.6771,5.8186
1728774900,10.7,0.2,0.0,0.0,1760.0,2000.0,53,19.4,35.1,242,246,40.0,51.0123,3.7804
1728774900,10.7,0.2,0.0,0.0,1760.0,2000.0,53,19.4,35.1,242,246,40.0,51.0123,3.7804
1728777600,10.8,0.2,0.0,0.0,1590.0,1870.0,53,22.3,36.8,242,247,42.1,51.0124,3.7805
1728779400,11.0,0.0,0.0,0.0,1450.0,1770.0,3,22.3,36.8,252,257,42.5,49.6771,5.8186
1728779400,11.0,0.0,0.0,0.0,1450.0,1770.0,3,22.3,36.8,252,257,42.5,49.6771,5.8186
1728780300,11.1,0.0,0.0,0.0,1370.0,1720.0,3,21.6,36.1,256,261,42.1,50.8358,4.341
1728782100,10.9,0.1,0.0,0.0,1270.0,1630.0,51,20.5,35.1,261,266,40.7,50.8357,4.3411
1728783900,10.5,0.1,0.0,0.0,1210.0,1540.0,51,19.1,33.0,262,267,37.4,51.0123,3.7804
1728783900,10.5,0.1,0.0,0.0,1210.0,1540.0,51,19.1,33.0,262,267,37.4,51.0123,3.7804
1728785700,9.9,0.2,0.0,0.0,1130.0,1490.0,53,18.7,33.0,264,268,36.4,50.8181,4.3127
1728786600,9.6,0.2,0.0,0.0,1080.0,1480.0,53,19.1,33.7,265,269,36.7,51.0122,3.7804
1728787500,9.2,0.2,0.0,0.0,1030.0,1470.0,53,19.8,34.4,267,269,37.4,50.8162,4.3102
1728788400,8.9,0.2,0.0,0.0,980.0,1460.0,53,19.8,34.7,268,270,37.8,51.1882,3.2232
1728788400,8.9,0.2,0.0,0.0,980.0,1460.0,53,19.8,34.7,268,270,37.8,51.1882,3.2232
1728790200,8.9,0.0,0.0,0.0,930.0,1420.0,3,19.1,33.3,264,267,37.1,50.8162,4.3103
1728791100,8.9,0.0,0.0,0.0,900.0,1400.0,3,18.4,32.3,261,265,36.4,51.1882,3.2232
1728791100,8.9,0.0,0.0,0.0,900.0,1400.0,3,18.4,32.3,261,265,36.4,51.1882,3.2232
1728792900,8.6,0.0,0.0,0.0,880.0,1390.0,3,16.9,30.5,259,264,34.6,51.0123,3.7805
1728792900,8.6,0.0,0.0,0.0,880.0,1390.0,3,16.9,30.5,259,264,34.6,51.0123,3.7805
1728793800,8.3,0.0,0.0,0.0,880.0,1390.0,3,16.2,29.5,259,265,32.8,50.8357,4.3409
1728795600,7.7,0.0,0.0,0.0,890.0,1400.0,3,14.8,28.1,258,266,30.2,51.0121,3.7806
1728796500,7.5,0.0,0.0,0.0,880.0,1410.0,3,14.4,27.7,258,266,29.9,51.1882,3.2232
1728797400,7.3,0.0,0.0,0.0,870.0,1420.0,3,14.0,27.4,257,266,29.5,51.1882,3.2232
1728797400,7.3,0.0,0.0,0.0,870.0,1420.0,3,14.0,27.4,257,266,29.5,51.1882,3.2232
1728798300,7.2,0.0,0.0,0.0,860.0,1420.0,3,14.0,27.4,257,266,29.5,51.0119,3.7811
1728799200,7.1,0.0,0.0,0.0,850.0,1430.0,3,14.0,27.4,256,266,29.5,50.8181,4.3127
1728801000,6.8,0.0,0.0,0.0,910.0,1460.0,3,14.8,28.4,250,260,29.5,50.8162,4.3103
1728801900,6.8,0.0,0.0,0.0,940.0,1470.0,3,15.5,28.8,246,257,29.2,50.8181,4.3127
1728801900,6.8,0.0,0.0,0.0,940.0,1470.0,3,15.5,28.8,246,257,29.2,50.8181,4.3127
1728801900,6.8,0.0,0.0,0.0,940.0,1470.0,3,15.5,28.8,246,257,29.2,50.8181,4.3127
1728805500,6.8,0.0,0.0,0.0,960.0,1560.0,3,13.3,27.7,246,257,25.9,50.8358,4.3411
1728807300,6.9,0.0,0.0,0.0,940.0,1590.0,3,13.0,26.3,248,258,25.2,50.8181,4.3127
1728810000,7.3,0.0,0.0,0.0,900.0,1600.0,3,14.0,24.6,250,256,27.0,50.8181,4.3128
1728810000,7.3,0.0,0.0,0.0,900.0,1600.0,3,14.0,24.6,250,256,27.0,50.8181,4.3128
1728810900,7.7,0.0,0.0,0.0,890.0,1610.0,3,14.8,24.2,251,256,27.7,49.6771,5.8186
1728812700,8.6,0.0,0.0,0.0,880.0,1620.0,3,16.2,24.2,252,255,29.5,49.6771,5.8186
1728813600,8.9,0.0,0.0,0.0,870.0,1630.0,3,16.6,23.9,252,255,29.9,50.8358,4.341
1728817200,9.7,0.0,0.0,0.0,880.0,1610.0,3,13.0,19.3,261,268,27.7,50.8162,4.3102
1728818100,9.9,0.0,0.0,0.0,900.0,1620.0,3,13.7,20.4,258,264,28.1,50.8359,4.3411
1728819000,10.0,0.0,0.0,0.0,910.0,1620.0,3,14.8,22.1,254,260,29.2,50.8162,4.3102
1728821700,10.2,0.0,0.0,0.0,940.0,1630.0,3,15.8,23.9,252,255,28.8,51.1882,3.2232
1728822600,10.2,0.0,0.0,0.0,940.0,1630.0,3,14.4,21.8,257,259,27.4,51.1882,3.2231
1728823500,10.2,0.0,0.0,0.0,940.0,1620.0,3,13.0,19.6,261,263,25.6,49.6771,5.8186
1728826200,10.4,0.0,0.0,0.0,980.0,2100.0,3,11.5,17.5,268,270,23.8,51.1882,3.2231
1728826200,10.4,0.0,0.0,0.0,980.0,2100.0,3,11.5,17.5,268,270,23.8,51.1882,3.2231
1728828000,10.6,0.0,0.0,0.0,1010.0,2570.0,3,11.5,17.5,270,272,23.4,51.1882,3.2231
1728828000,10.6,0.0,0.0,0.0,1010.0,2570.0,3,11.5,17.5,270,272,23.4,51.1882,3.2231
1728833400,10.8,0.0,0.0,0.0,1030.0,2940.0,3,7.6,11.9,260,265,16.9,50.576,4.6855
1728833400,10.8,0.0,0.0,0.0,1030.0,2940.0,3,7.6,11.9,260,265,16.9,50.576,4.6855
1728834300,10.8,0.0,0.0,0.0,1020.0,2960.0,3,6.8,10.5,261,267,15.5,50.6996,4.2084
1728834300,10.8,0.0,0.0,0.0,1020.0,2960.0,3,6.8,10.5,261,267,15.5,50.6996,4.2084
1728837000,10.8,0.0,0.0,0.0,990.0,2990.0,1,6.5,9.1,256,260,13.0,51.1882,3.2231
1728838800,10.6,0.0,0.0,0.0,980.0,3000.0,0,6.1,8.8,250,250,11.2,50.409,4.1733
1728839700,10.2,0.0,0.0,0.0,980.0,3000.0,0,5.0,8.1,252,251,9.0,50.8181,4.3127
1728840600,9.8,0.0,0.0,0.0,980.0,3000.0,1,3.6,7.4,255,253,6.5,50.8358,4.3413
1728845100,8.4,0.0,0.0,0.0,940.0,3000.0,3,4.7,12.3,233,242,6.1,50.8181,4.3127
1728846000,8.2,0.0,0.0,0.0,930.0,3000.0,3,5.4,13.3,224,238,6.8,50.8758,4.718
1728848700,7.9,0.0,0.0,0.0,910.0,3030.0,3,2.5,10.5,295,253,2.9,50.8181,4.3127
1728849600,7.8,0.0,0.0,0.0,900.0,3040.0,3,1.8,9.1,318,258,2.2,50.8358,4.3411
1728854100,7.2,0.0,0.0,0.0,870.0,2950.0,3,2.9,3.5,144,224,4.0,51.1882,3.2232
1728855000,7.1,0.0,0.0,0.0,870.0,2960.0,3,1.8,3.2,186,217,2.9,50.8137,4.3127
1728856800,6.9,0.0,0.0,0.0,860.0,2960.0,3,0.4,3.5,271,201,1.4,49.6773,5.8184
1728858600,6.9,0.0,0.0,0.0,870.0,2930.0,3,1.1,6.3,240,171,2.2,51.1882,3.2231
1728859500,6.9,0.0,0.0,0.0,870.0,2920.0,3,2.2,8.1,225,155,2.9,50.8358,4.3411
1728861300,6.8,0.0,0.0,0.0,1260.0,2900.0,3,2.9,9.8,171,129,3.2,49.6773,5.8185
1728864000,6.7,0.0,0.0,0.0,2440.0,2880.0,3,2.9,10.2,57,97,3.6,50.8359,4.3412
1728864900,6.7,0.0,0.0,0.0,2040.0,2880.0,3,3.2,11.2,67,102,4.0,50.8181,4.3127
1728864900,6.7,0.0,0.0,0.0,2040.0,2880.0,3,3.2,11.2,67,102,4.0,50.8181,4.3127
1728865800,6.7,0.0,0.0,0.0,1640.0,2880.0,3,4.0,12.6,76,108,4.7,50.8181,4.3127
1728867600,6.6,0.0,0.0,0.0,840.0,2880.0,3,4.7,16.1,95,118,6.1,51.1882,3.2232
1728868500,6.4,0.0,0.0,0.0,830.0,2880.0,3,5.0,18.2,100,123,6.8,50.8358,4.341
1728871200,5.8,0.0,0.0,0.0,810.0,2870.0,3,5.0,23.9,113,138,8.3,50.8137,4.3126
1728873000,5.8,0.0,0.0,0.0,840.0,2820.0,3,4.7,24.6,129,142,7.9,51.1882,3.2231
1728875700,6.0,0.0,0.0,0.0,820.0,2790.0,3,3.6,21.4,113,144,6.5,50.8356,4.3409
1728876600,6.1,0.0,0.0,0.0,780.0,2810.0,3,3.2,18.6,82,143,5.8,50.8357,4.3368
1728878400,6.2,0.0,0.0,0.0,700.0,2850.0,3,2.9,14.0,20,141,4.7,50.8357,4.3369
1728879300,6.1,0.0,0.0,0.0,720.0,2840.0,3,3.6,13.3,23,141,5.0,49.6773,5.8185
1728879300,6.1,0.0,0.0,0.0,720.0,2840.0,3,3.6,13.3,23,141,5.0,49.6773,5.8185
1728881100,5.8,0.0,0.0,0.0,770.0,2810.0,3,5.4,14.0,29,140,6.5,49.7115,5.6496
1728885600,5.3,0.0,0.0,0.0,780.0,2840.0,3,4.7,17.2,63,140,7.6,51.0352,3.7099
1728885600,5.3,0.0,0.0,0.0,780.0,2840.0,3,4.7,17.2,63,140,7.6,51.0352,3.7099
1728885600,5.3,0.0,0.0,0.0,780.0,2840.0,3,4.7,17.2,63,140,7.6,51.0352,3.7099
1728886500,5.4,0.0,0.0,0.0,1010.0,2820.0,3,5.0,16.5,56,138,7.6,50.8357,4.337
1728888300,5.6,0.0,0.0,0.0,1460.0,2770.0,3,6.1,13.3,43,133,7.2,50.8358,4.3411
1728888300,5.6,0.0,0.0,0.0,1460.0,2770.0,3,6.1,13.3,43,133,7.2,50.8358,4.3411
1728889200,5.7,0.0,0.0,0.0,1680.0,2750.0,3,6.5,11.9,36,130,7.6,50.8287,4.3814
1728891000,5.6,0.0,0.0,0.0,1980.0,2720.0,3,7.2,10.9,34,120,9.7,50.689,4.3767
1728891900,5.6,0.0,0.0,0.0,2120.0,2710.0,3,7.2,10.5,32,114,11.2,51.2094,4.4232
1728893700,5.8,0.0,0.0,0.0,2280.0,2660.0,3,6.8,10.5,37,106,11.9,50.4044,4.4378
1728896400,6.9,0.0,0.0,0.0,2320.0,2580.0,3,5.4,11.6,53,97,10.4,50.8357,4.3409
1728900000,7.3,0.0,0.0,0.0,2370.0,2600.0,3,9.4,16.1,55,68,17.3,51.2072,2.9978
1728900000,7.3,0.0,0.0,0.0,2370.0,2600.0,3,9.4,16.1,55,68,17.3,51.2072,2.9978
1728900000,7.3,0.0,0.0,0.0,2370.0,2600.0,3,9.4,16.1,55,68,17.3,51.2072,2.9978
1728902700,6.8,0.6,0.0,0.0,2230.0,2530.0,61,10.4,18.2,41,59,17.6,50.9559,5.3604
1728902700,6.8,0.6,0.0,0.0,2230.0,2530.0,61,10.4,18.2,41,59,17.6,50.9559,5.3604
1728903600,6.8,0.6,0.0,0.0,2180.0,2510.0,61,10.4,18.6,36,56,17.6,50.8358,4.341
1728907200,6.9,0.4,0.0,0.0,2360.0,2630.0,61,11.2,18.9,31,50,19.8,50.6907,4.3769
1728908100,7.0,0.2,0.0,0.0,2380.0,2660.0,53,9.7,17.2,45,55,19.1,51.1966,3.2171
1728909000,7.1,0.2,0.0,0.0,2410.0,2690.0,53,7.9,14.4,59,59,17.6,50.8359,4.3413
1728909900,7.2,0.2,0.0,0.0,2430.0,2720.0,53,5.8,12.3,72,64,16.6,50.8152,4.3122
1728910800,7.2,0.2,0.0,0.0,2450.0,2750.0,53,5.0,11.2,86,68,15.8,50.8992,3.2537
1728914400,7.2,0.7,0.0,0.0,2500.0,2730.0,63,11.2,20.4,10,22,19.1,50.8191,4.2665
1728914400,7.2,0.7,0.0,0.0,2500.0,2730.0,63,11.2,20.4,10,22,19.1,50.8191,4.2665
1728915300,7.2,1.3,0.0,0.0,2500.0,2750.0,63,10.8,20.0,27,42,19.1,50.8357,4.3413
1728918900,7.7,0.6,0.0,0.0,2480.0,2820.0,61,7.2,15.1,86,107,16.6,50.8358,4.341
1728919800,8.1,0.6,0.0,0.0,2490.0,2850.0,61,7.2,14.4,97,112,15.5,50.8357,4.341
1728920700,8.4,0.6,0.0,0.0,2490.0,2870.0,61,7.6,13.7,107,118,14.8,50.8358,4.3411
1728921600,8.6,0.6,0.0,0.0,2490.0,2900.0,61,7.2,12.6,117,123,13.7,50.8358,4.341
1728921600,8.6,0.6,0.0,0.0,2490.0,2900.0,61,7.2,12.6,117,123,13.7,50.8358,4.341
1728925200,8.4,0.0,0.0,0.0,2510.0,2760.0,3,2.9,7.7,56,66,10.1,51.3398,3.2837
1728926100,8.4,0.0,0.0,0.0,2500.0,2900.0,3,3.6,8.4,53,64,10.4,49.6773,5.8184
1728926100,8.4,0.0,0.0,0.0,2500.0,2900.0,3,3.6,8.4,53,64,10.4,49.6773,5.8184
1728927900,8.4,0.0,0.0,0.0,2470.0,3180.0,3,6.8,11.6,48,59,11.9,49.6773,5.8185
1728928800,8.4,0.0,0.0,0.0,2450.0,3320.0,3,8.3,13.0,45,57,12.6,50.8358,4.3413
1728930600,7.9,0.0,0.0,0.0,2440.0,3320.0,3,9.4,16.1,46,57,14.0,50.8254,4.32
1728931500,7.7,0.0,0.0,0.0,2430.0,3320.0,3,9.4,17.5,47,57,14.4,50.5067,4.3822
1728931500,7.7,0.0,0.0,0.0,2430.0,3320.0,3,9.4,17.5,47,57,14.4,50.5067,4.3822
1728933300,7.5,0.0,0.0,0.0,2380.0,3340.0,3,8.6,17.5,46,60,13.7,49.6773,5.8184
1728935100,7.8,0.0,0.0,0.0,2290.0,3390.0,3,6.5,14.0,43,67,10.4,50.8356,4.3408
1728936000,7.9,0.0,0.0,0.0,2240.0,3410.0,3,5.8,13.0,41,70,10.1,50.8135,4.3125
1728936000,7.9,0.0,0.0,0.0,2240.0,3410.0,3,5.8,13.0,41,70,10.1,50.8135,4.3125
1728940500,8.1,0.0,0.0,0.0,2280.0,3450.0,3,7.9,17.2,68,76,15.8,49.6773,5.8184
1728941400,7.8,0.0,0.0,0.0,2310.0,3470.0,3,7.6,17.5,67,79,14.4,50.8358,4.341
1728941400,7.8,0.0,0.0,0.0,2310.0,3470.0,3,7.6,17.5,67,79,14.4,50.8358,4.341
1728942300,7.4,0.0,0.0,0.0,2330.0,3480.0,3,7.2,17.9,67,81,13.0,51.225,4.4405
1728943200,7.3,0.0,0.0,0.0,2350.0,3500.0,3,6.8,18.2,66,83,11.9,50.8135,4.3125
1728944100,7.3,0.0,0.0,0.0,2370.0,3500.0,3,6.8,18.2,71,86,11.9,50.8357,4.3409
1728945000,7.4,0.0,0.0,0.0,2400.0,3510.0,3,7.2,18.2,76,89,12.6,50.9368,5.3122
1728945000,7.4,0.0,0.0,0.0,2400.0,3510.0,3,7.2,18.2,76,89,12.6,50.9368,5.3122
1728949500,8.0,0.0,0.0,0.0,2480.0,3520.0,3,5.8,14.7,90,97,11.9,51.225,4.4405
1728952200,7.6,0.0,0.0,0.0,2350.0,3550.0,3,7.2,18.6,90,101,14.8,50.8135,4.3125
1728953100,7.3,0.0,0.0,0.0,2280.0,3570.0,3,8.3,20.7,89,102,16.6,50.8357,4.3411
1728955800,7.4,0.0,0.0,0.0,2180.0,3590.0,3,7.9,18.9,70,95,15.1,50.8359,4.3411
1728956700,7.6,0.0,0.0,0.0,2160.0,3600.0,3,7.2,16.5,60,90,13.3,49.6773,5.8185
1728958500,7.7,0.0,0.0,0.0,2130.0,3610.0,3,5.8,14.7,56,90,10.8,50.8357,4.3411
1728959400,7.6,0.0,0.0,0.0,2110.0,3610.0,3,5.4,15.1,60,94,9.7,50.8173,3.248
1728960300,7.6,0.0,0.0,0.0,2100.0,3620.0,3,4.7,15.8,65,98,8.6,50.8135,4.3126
1728962100,7.5,0.0,0.0,0.0,2060.0,3640.0,3,4.3,17.2,66,102,8.3,51.4635,4.4509
1728963000,7.5,0.0,0.0,0.0,2030.0,3670.0,3,4.3,17.9,63,101,8.3,50.8357,4.341
1728963000,7.5,0.0,0.0,0.0,2030.0,3670.0,3,4.3,17.9,63,101,8.3,50.8357,4.341
1728963900,7.5,0.0,0.0,0.0,2010.0,3690.0,3,4.7,18.2,59,101,9.0,49.6773,5.8184
1728964800,7.6,0.0,0.0,0.0,1980.0,3710.0,3,4.7,18.6,56,100,9.4,51.3636,4.4599
1728964800,7.6,0.0,0.0,0.0,1980.0,3710.0,3,4.7,18.6,56,100,9.4,51.3636,4.4599
1728965700,7.7,0.0,0.0,0.0,2020.0,3720.0,3,5.0,18.6,52,96,10.1,50.8337,3.2893
1728968400,8.1,0.0,0.0,0.0,2150.0,3730.0,3,5.4,16.8,39,84,11.9,50.8357,4.341
1728968400,8.1,0.0,0.0,0.0,2150.0,3730.0,3,5.4,16.8,39,84,11.9,50.8357,4.341
1728971100,7.9,0.0,0.0,0.0,2110.0,3710.0,3,3.2,9.5,290,125,6.1,50.203,5.314
1728972900,8.0,0.0,0.0,0.0,2090.0,3710.0,3,2.2,8.8,299,136,4.3,50.4044,4.4379
1728974700,8.4,0.0,0.0,0.0,2070.0,3730.0,3,2.2,13.0,28,129,4.7,50.8358,4.3412
1728975600,8.6,0.0,0.0,0.0,2060.0,3740.0,3,2.5,14.4,73,125,5.4,50.6848,4.3758
1728977400,8.6,0.0,0.0,0.0,2130.0,3750.0,3,4.3,14.4,74,128,7.6,51.3107,3.1362
1728978300,8.6,0.0,0.0,0.0,2160.0,3750.0,3,5.4,14.0,75,130,9.0,51.0166,4.4826
1728980100,8.6,0.0,0.0,0.0,2160.0,3730.0,3,6.1,12.3,77,127,9.7,50.8153,4.3123
1728981000,8.5,0.0,0.0,0.0,2130.0,3720.0,3,5.4,11.2,78,124,9.4,51.2605,4.4273
1728981900,8.6,0.0,0.0,0.0,2100.0,3700.0,3,5.0,10.2,80,120,9.0,50.8154,4.3123
1728989100,11.5,0.0,0.0,0.0,1920.0,3780.0,3,5.4,8.8,61,77,11.9,50.4044,4.438
1728989100,11.5,0.0,0.0,0.0,1920.0,3780.0,3,5.4,8.8,61,77,11.9,50.4044,4.438
1728990000,11.8,0.0,0.0,0.0,1900.0,3780.0,3,5.4,8.1,50,66,11.9,50.9672,5.497
1728992700,13.3,0.0,0.0,0.0,1970.0,3800.0,3,6.8,10.9,91,101,14.4,50.8358,4.3411
1728993600,13.8,0.0,0.0,0.0,1990.0,3800.0,3,7.2,11.9,104,112,15.5,50.836,4.3412
1728994500,14.3,0.0,0.0,0.0,1980.0,3810.0,3,7.9,12.6,102,110,16.6,51.001,4.4764
1728996300,15.3,0.0,0.0,0.0,1970.0,3820.0,3,9.0,14.0,99,105,18.7,51.188,3.2231
1728997200,15.6,0.0,0.0,0.0,1960.0,3820.0,3,9.4,14.4,97,103,19.4,50.8154,4.3123
1728998100,15.9,0.0,0.0,0.0,1970.0,3810.0,3,9.0,14.0,102,107,19.4,50.8358,4.3411
1728998100,15.9,0.0,0.0,0.0,1970.0,3810.0,3,9.0,14.0,102,107,19.4,50.8358,4.3411
1728998100,15.9,0.0,0.0,0.0,1970.0,3810.0,3,9.0,14.0,102,107,19.4,50.8358,4.3411
1729002600,16.2,0.0,0.0,0.0,2020.0,3830.0,3,10.8,16.1,105,109,22.7,51.0366,3.7035
1729003500,16.2,0.0,0.0,0.0,2030.0,3850.0,3,12.2,18.6,98,105,24.8,51.0537,4.4942
1729007100,15.6,0.0,0.0,0.0,2570.0,3900.0,3,11.9,21.8,116,118,23.0,50.8358,4.3412
1729009800,15.1,0.0,0.0,0.0,2770.0,3850.0,3,13.3,25.3,112,114,24.5,51.0539,3.6245
1729009800,15.1,0.0,0.0,0.0,2770.0,3850.0,3,13.3,25.3,112,114,24.5,51.0539,3.6245
1729014300,14.1,0.0,0.0,0.0,2830.0,3700.0,3,10.4,23.2,88,96,20.9,50.8358,4.3407
1729015200,13.8,0.0,0.0,0.0,2840.0,3670.0,3,9.4,22.1,84,93,19.1,50.8056,4.929
1729016100,13.6,0.0,0.0,0.0,2830.0,3670.0,3,9.0,22.1,84,93,18.4,50.8359,4.341
1729017000,13.4,0.0,0.0,0.0,2810.0,3670.0,3,9.0,22.1,85,94,17.6,51.22,2.9338
1729020600,12.9,0.0,0.0,0.0,2720.0,3700.0,3,10.8,24.2,87,94,20.9,50.8358,4.3411
1729021500,12.9,0.0,0.0,0.0,2680.0,3720.0,3,11.5,24.9,87,94,22.7,50.9368,5.3126
1729022400,12.8,0.0,0.0,0.0,2650.0,3730.0,3,11.9,24.9,88,94,23.4,50.8146,4.3133
1729022400,12.8,0.0,0.0,0.0,2650.0,3730.0,3,11.9,24.9,88,94,23.4,50.8146,4.3133
1729023300,12.6,0.0,0.0,0.0,2810.0,3740.0,3,11.5,24.2,85,93,23.0,50.8356,4.3409
1729026900,12.1,0.0,0.0,0.0,3280.0,3730.0,3,9.0,21.4,77,91,18.4,50.9368,5.3126
1729026900,12.1,0.0,0.0,0.0,3280.0,3730.0,3,9.0,21.4,77,91,18.4,50.9368,5.3126
1729030500,11.8,0.0,0.0,0.0,3290.0,3670.0,3,8.6,21.1,78,100,15.5,49.6772,5.8184
1729031400,11.6,0.0,0.0,0.0,3330.0,3700.0,3,8.3,20.4,75,103,14.0,50.4203,4.5359
1729032300,11.4,0.0,0.0,0.0,3360.0,3720.0,3,7.9,19.3,72,107,13.0,50.8357,4.341
1729034100,11.2,0.0,0.0,0.0,3360.0,3750.0,3,6.5,17.5,63,108,11.2,51.2211,2.9332
1729037700,11.2,0.0,0.0,0.0,3310.0,3780.0,3,5.0,16.5,48,104,11.2,51.2211,2.9332
1729038600,11.2,0.0,0.0,0.0,3350.0,3780.0,3,6.1,17.9,52,104,11.9,50.8146,4.3133
1729038600,11.2,0.0,0.0,0.0,3350.0,3780.0,3,6.1,17.9,52,104,11.9,50.8146,4.3133
1729040400,11.1,0.0,0.0,0.0,3420.0,3760.0,3,7.9,20.4,60,105,13.3,49.6801,5.8099
1729041300,11.1,0.0,0.0,0.0,3410.0,3730.0,3,7.9,20.7,61,105,13.3,50.8358,4.341
1729043100,11.1,0.0,0.0,0.0,3400.0,3680.0,3,6.8,21.1,62,104,13.0,50.9368,5.3126
1729043100,11.1,0.0,0.0,0.0,3400.0,3680.0,3,6.8,21.1,62,104,13.0,50.9368,5.3126
1729044000,11.1,0.0,0.0,0.0,3390.0,3650.0,3,6.8,21.4,63,104,13.3,50.8146,4.3133
1729047600,11.8,0.0,0.0,0.0,3500.0,3740.0,3,10.4,23.5,39,90,16.9,50.8146,4.3133
1729048500,11.8,0.0,0.0,0.0,3410.0,3730.0,3,10.1,23.5,52,97,16.2,49.9864,5.3221
1729049400,11.7,0.0,0.0,0.0,3320.0,3710.0,3,9.0,23.5,64,105,15.1,50.8179,4.3159
1729049400,11.7,0.0,0.0,0.0,3320.0,3710.0,3,9.0,23.5,64,105,15.1,50.8179,4.3159
1729050300,11.6,0.0,0.0,0.0,3230.0,3700.0,3,7.9,23.5,77,112,14.0,51.3344,3.2416
1729052100,11.9,0.0,0.0,0.0,3170.0,3690.0,3,7.2,23.9,89,118,14.0,51.3341,3.2402
